date,data
2011-05-02:08:20:00,2.925
2011-05-02:08:25:00,2.67
2011-05-02:08:30:00,5.115
2011-05-02:08:35:00,2.25
2011-05-02:08:40:00,2.955
2011-05-02:08:45:00,4.8149999999999995
2011-05-02:08:50:00,3.0749999999999997
2011-05-02:08:55:00,2.745
2011-05-02:09:00:00,24.674999999999997
2011-05-02:09:05:00,16.245
2011-05-02:09:10:00,5.91
2011-05-02:09:15:00,5.775
2011-05-02:09:20:00,4.3950000000000005
2011-05-02:09:25:00,4.515
2011-05-02:09:30:00,7.14
2011-05-02:09:35:00,7.470000000000001
2011-05-02:09:40:00,5.055
2011-05-02:09:45:00,9.225000000000001
2011-05-02:09:50:00,7.41
2011-05-02:09:55:00,7.6499999999999995
2011-05-02:10:00:00,7.845000000000001
2011-05-02:10:05:00,7.529999999999999
2011-05-02:10:10:00,10.665000000000001
2011-05-02:10:15:00,11.715
2011-05-02:10:20:00,16.125
2011-05-02:10:25:00,14.684999999999999
2011-05-02:10:30:00,15.855
2011-05-02:10:35:00,15.809999999999999
2011-05-02:10:40:00,22.799999999999997
2011-05-02:10:45:00,20.775
2011-05-02:10:50:00,17.97
2011-05-02:10:55:00,20.775
2011-05-02:11:00:00,51.585
2011-05-02:11:05:00,27.660000000000004
2011-05-02:11:10:00,16.815
2011-05-02:11:15:00,24.299999999999997
2011-05-02:11:20:00,17.865000000000002
2011-05-02:11:25:00,20.16
2011-05-02:11:30:00,24.119999999999997
2011-05-02:11:35:00,22.005
2011-05-02:11:40:00,24.405
2011-05-02:11:45:00,23.759999999999998
2011-05-02:11:50:00,21.96
2011-05-02:11:55:00,26.28
2011-05-02:12:00:00,29.67
2011-05-02:12:05:00,24.36
2011-05-02:12:10:00,21.044999999999998
2011-05-02:12:15:00,21.21
2011-05-02:12:20:00,25.365000000000002
2011-05-02:12:25:00,23.055
2011-05-02:12:30:00,23.549999999999997
2011-05-02:12:35:00,21.794999999999998
2011-05-02:12:40:00,25.98
2011-05-02:12:45:00,24.134999999999998
2011-05-02:12:50:00,25.724999999999998
2011-05-02:12:55:00,23.46
2011-05-02:13:00:00,48.21
2011-05-02:13:05:00,32.519999999999996
2011-05-02:13:10:00,25.650000000000002
2011-05-02:13:15:00,23.52
2011-05-02:13:20:00,20.055
2011-05-02:13:25:00,23.73
2011-05-02:13:30:00,24.21
2011-05-02:13:35:00,17.505
2011-05-02:13:40:00,20.625
2011-05-02:13:45:00,21.105
2011-05-02:13:50:00,16.725
2011-05-02:13:55:00,18.6
2011-05-02:14:00:00,17.64
2011-05-02:14:05:00,18.299999999999997
2011-05-02:14:10:00,19.830000000000002
2011-05-02:14:15:00,20.685
2011-05-02:14:20:00,17.625
2011-05-02:14:25:00,19.5
2011-05-02:14:30:00,24.06
2011-05-02:14:35:00,18.435
2011-05-02:14:40:00,21.585
2011-05-02:14:45:00,24.345
2011-05-02:14:50:00,19.005
2011-05-02:14:55:00,20.669999999999998
2011-05-02:15:00:00,51.03
2011-05-02:15:05:00,32.01
2011-05-02:15:10:00,24.494999999999997
2011-05-02:15:15:00,24.165
2011-05-02:15:20:00,32.265
2011-05-02:15:25:00,26.67
2011-05-02:15:30:00,22.77
2011-05-02:15:35:00,20.115000000000002
2011-05-02:15:40:00,26.700000000000003
2011-05-02:15:45:00,26.22
2011-05-02:15:50:00,20.82
2011-05-02:15:55:00,27.69
2011-05-02:16:00:00,29.880000000000003
2011-05-02:16:05:00,24.839999999999996
2011-05-02:16:10:00,23.79
2011-05-02:16:15:00,32.205
2011-05-02:16:20:00,25.98
2011-05-02:16:25:00,23.235
2011-05-02:16:30:00,22.365000000000002
2011-05-02:16:35:00,22.919999999999998
2011-05-02:16:40:00,19.005
2011-05-02:16:45:00,23.4
2011-05-02:16:50:00,23.745
2011-05-02:16:55:00,23.1
2011-05-02:17:00:00,51.17999999999999
2011-05-02:17:05:00,35.865
2011-05-02:17:10:00,28.335
2011-05-02:17:15:00,31.095
2011-05-02:17:20:00,27.39
2011-05-02:17:25:00,27.134999999999998
2011-05-02:17:30:00,27.660000000000004
2011-05-02:17:35:00,31.14
2011-05-02:17:40:00,27.509999999999998
2011-05-02:17:45:00,23.685
2011-05-02:17:50:00,23.415
2011-05-02:17:55:00,25.005000000000003
2011-05-02:18:00:00,27.494999999999997
2011-05-02:18:05:00,26.565
2011-05-02:18:10:00,30.0
2011-05-02:18:15:00,31.964999999999996
2011-05-02:18:20:00,25.305
2011-05-02:18:25:00,21.48
2011-05-02:18:30:00,18.9
2011-05-02:18:35:00,17.025
2011-05-02:18:40:00,21.0
2011-05-02:18:45:00,18.555
2011-05-02:18:50:00,16.424999999999997
2011-05-02:18:55:00,14.64
2011-05-02:19:00:00,48.269999999999996
2011-05-02:19:05:00,21.299999999999997
2011-05-02:19:10:00,16.035
2011-05-02:19:15:00,14.535
2011-05-02:19:20:00,12.450000000000001
2011-05-02:19:25:00,14.399999999999999
2011-05-02:19:30:00,11.774999999999999
2011-05-02:19:35:00,9.465
2011-05-02:19:40:00,10.185
2011-05-02:19:45:00,9.375
2011-05-02:19:50:00,7.095000000000001
2011-05-02:19:55:00,13.424999999999999
2011-05-02:20:00:00,10.695
2011-05-02:20:05:00,7.3500000000000005
2011-05-02:20:10:00,6.48
2011-05-02:20:15:00,7.41
2011-05-02:20:20:00,5.5649999999999995
2011-05-02:20:25:00,6.135
2011-05-02:20:30:00,6.84
2011-05-02:20:35:00,6.015
2011-05-02:20:40:00,4.574999999999999
2011-05-02:20:45:00,5.595
2011-05-02:20:50:00,6.1499999999999995
2011-05-02:20:55:00,5.76
2011-05-02:21:00:00,27.674999999999997
2011-05-02:21:05:00,16.785
2011-05-02:21:10:00,5.699999999999999
2011-05-02:21:15:00,8.955
2011-05-02:21:20:00,7.26
2011-05-02:21:25:00,7.89
2011-05-02:21:30:00,6.51
2011-05-02:21:35:00,5.9399999999999995
2011-05-02:21:40:00,6.255
2011-05-02:21:45:00,7.635
2011-05-02:21:50:00,6.2250000000000005
2011-05-02:21:55:00,7.904999999999999
2011-05-02:22:00:00,7.2749999999999995
2011-05-02:22:05:00,6.255
2011-05-02:22:10:00,6.63
2011-05-02:22:15:00,6.42
2011-05-02:22:20:00,5.5649999999999995
2011-05-02:22:25:00,6.93
2011-05-02:22:30:00,7.635
2011-05-02:22:35:00,7.0649999999999995
2011-05-02:22:40:00,5.865
2011-05-02:22:45:00,6.57
2011-05-02:22:50:00,4.32
2011-05-02:22:55:00,5.835
2011-05-02:23:00:00,33.974999999999994
2011-05-02:23:05:00,8.97
2011-05-02:23:10:00,5.085
2011-05-02:23:15:00,6.09
2011-05-02:23:20:00,3.0749999999999997
2011-05-02:23:25:00,4.245
2011-05-02:23:30:00,4.845
2011-05-02:23:35:00,6.24
2011-05-02:23:40:00,7.215
2011-05-02:23:45:00,4.7700000000000005
2011-05-02:23:50:00,5.385
2011-05-02:23:55:00,4.38
2011-05-03:00:00:00,4.68
2011-05-03:00:05:00,5.5649999999999995
2011-05-03:00:10:00,3.09
2011-05-03:00:15:00,3.315
2011-05-03:00:20:00,4.275
2011-05-03:00:25:00,2.88
2011-05-03:00:30:00,8.82
2011-05-03:00:35:00,3.375
2011-05-03:00:40:00,5.385
2011-05-03:00:45:00,3.81
2011-05-03:00:50:00,3.495
2011-05-03:00:55:00,5.97
2011-05-03:01:00:00,19.725
2011-05-03:01:05:00,3.2700000000000005
2011-05-03:01:10:00,15.465
2011-05-03:01:15:00,6.39
2011-05-03:01:20:00,2.5949999999999998
2011-05-03:01:25:00,3.75
2011-05-03:01:30:00,7.545
2011-05-03:01:35:00,2.955
2011-05-03:01:40:00,3.3600000000000003
2011-05-03:01:45:00,4.92
2011-05-03:01:50:00,2.745
2011-05-03:01:55:00,3.75
2011-05-03:02:00:00,9.99
2011-05-03:02:05:00,2.685
2011-05-03:02:10:00,3.465
2011-05-03:02:15:00,4.65
2011-05-03:02:20:00,2.835
2011-05-03:02:25:00,3.09
2011-05-03:02:30:00,4.949999999999999
2011-05-03:02:35:00,3.4050000000000002
2011-05-03:02:40:00,3.33
2011-05-03:02:45:00,3.3899999999999997
2011-05-03:02:50:00,4.11
2011-05-03:02:55:00,3.51
2011-05-03:03:00:00,46.019999999999996
2011-05-03:03:05:00,7.785
2011-05-03:03:10:00,3.09
2011-05-03:03:15:00,4.2299999999999995
2011-05-03:03:20:00,4.365
2011-05-03:03:25:00,2.7600000000000002
2011-05-03:03:30:00,3.5999999999999996
2011-05-03:03:35:00,3.315
2011-05-03:03:40:00,3.6450000000000005
2011-05-03:03:45:00,3.315
2011-05-03:03:50:00,3.2700000000000005
2011-05-03:03:55:00,8.31
2011-05-03:04:00:00,10.545
2011-05-03:04:05:00,2.46
2011-05-03:04:10:00,3.66
2011-05-03:04:15:00,3.7649999999999997
2011-05-03:04:20:00,3.255
2011-05-03:04:25:00,3.4799999999999995
2011-05-03:04:30:00,3.99
2011-05-03:04:35:00,2.19
2011-05-03:04:40:00,2.505
2011-05-03:04:45:00,4.785
2011-05-03:04:50:00,2.64
2011-05-03:04:55:00,3.375
2011-05-03:05:00:00,22.59
2011-05-03:05:05:00,3.3449999999999998
2011-05-03:05:10:00,3.7199999999999998
2011-05-03:05:15:00,5.3100000000000005
2011-05-03:05:20:00,3.0149999999999997
2011-05-03:05:25:00,3.0
2011-05-03:05:30:00,4.38
2011-05-03:05:35:00,2.82
2011-05-03:05:40:00,3.09
2011-05-03:05:45:00,3.375
2011-05-03:05:50:00,4.035
2011-05-03:05:55:00,3.045
2011-05-03:06:00:00,4.305
2011-05-03:06:05:00,3.96
2011-05-03:06:10:00,3.0300000000000002
2011-05-03:06:15:00,3.285
2011-05-03:06:20:00,4.38
2011-05-03:06:25:00,2.79
2011-05-03:06:30:00,4.1850000000000005
2011-05-03:06:35:00,18.6
2011-05-03:06:40:00,5.115
2011-05-03:06:45:00,3.06
2011-05-03:06:50:00,2.895
2011-05-03:06:55:00,3.435
2011-05-03:07:00:00,23.700000000000003
2011-05-03:07:05:00,3.705
2011-05-03:07:10:00,14.25
2011-05-03:07:15:00,5.58
2011-05-03:07:20:00,3.06
2011-05-03:07:25:00,4.199999999999999
2011-05-03:07:30:00,21.165
2011-05-03:07:35:00,2.685
2011-05-03:07:40:00,4.38
2011-05-03:07:45:00,8.325
2011-05-03:07:50:00,3.51
2011-05-03:07:55:00,4.35
2011-05-03:08:00:00,6.3149999999999995
2011-05-03:08:05:00,3.195
2011-05-03:08:10:00,3.4799999999999995
2011-05-03:08:15:00,6.255
2011-05-03:08:20:00,2.9699999999999998
2011-05-03:08:25:00,3.42
2011-05-03:08:30:00,4.965
2011-05-03:08:35:00,3.165
2011-05-03:08:40:00,3.5999999999999996
2011-05-03:08:45:00,4.545
2011-05-03:08:50:00,5.1
2011-05-03:08:55:00,5.04
2011-05-03:09:00:00,35.894999999999996
2011-05-03:09:05:00,13.11
2011-05-03:09:10:00,4.71
2011-05-03:09:15:00,6.5249999999999995
2011-05-03:09:20:00,7.08
2011-05-03:09:25:00,7.875
2011-05-03:09:30:00,8.084999999999999
2011-05-03:09:35:00,8.415000000000001
2011-05-03:09:40:00,7.035
2011-05-03:09:45:00,9.09
2011-05-03:09:50:00,12.254999999999999
2011-05-03:09:55:00,10.77
2011-05-03:10:00:00,11.595
2011-05-03:10:05:00,14.580000000000002
2011-05-03:10:10:00,18.12
2011-05-03:10:15:00,14.669999999999998
2011-05-03:10:20:00,16.065
2011-05-03:10:25:00,16.665
2011-05-03:10:30:00,19.455000000000002
2011-05-03:10:35:00,19.169999999999998
2011-05-03:10:40:00,17.565
2011-05-03:10:45:00,21.06
2011-05-03:10:50:00,18.585
2011-05-03:10:55:00,20.025
2011-05-03:11:00:00,45.885
2011-05-03:11:05:00,35.025000000000006
2011-05-03:11:10:00,20.895
2011-05-03:11:15:00,25.17
2011-05-03:11:20:00,22.56
2011-05-03:11:25:00,21.78
2011-05-03:11:30:00,21.315
2011-05-03:11:35:00,23.25
2011-05-03:11:40:00,26.339999999999996
2011-05-03:11:45:00,27.599999999999998
2011-05-03:11:50:00,25.619999999999997
2011-05-03:11:55:00,23.16
2011-05-03:12:00:00,23.355
2011-05-03:12:05:00,23.37
2011-05-03:12:10:00,21.735
2011-05-03:12:15:00,24.315
2011-05-03:12:20:00,24.735
2011-05-03:12:25:00,25.68
2011-05-03:12:30:00,31.365000000000002
2011-05-03:12:35:00,24.224999999999998
2011-05-03:12:40:00,30.18
2011-05-03:12:45:00,31.83
2011-05-03:12:50:00,30.81
2011-05-03:12:55:00,35.655
2011-05-03:13:00:00,57.135000000000005
2011-05-03:13:05:00,32.37
2011-05-03:13:10:00,26.415
2011-05-03:13:15:00,23.37
2011-05-03:13:20:00,25.32
2011-05-03:13:25:00,21.674999999999997
2011-05-03:13:30:00,24.78
2011-05-03:13:35:00,18.27
2011-05-03:13:40:00,24.405
2011-05-03:13:45:00,23.1
2011-05-03:13:50:00,17.775
2011-05-03:13:55:00,24.839999999999996
2011-05-03:14:00:00,24.089999999999996
2011-05-03:14:05:00,16.485
2011-05-03:14:10:00,19.259999999999998
2011-05-03:14:15:00,20.115000000000002
2011-05-03:14:20:00,19.41
2011-05-03:14:25:00,19.740000000000002
2011-05-03:14:30:00,24.315
2011-05-03:14:35:00,15.075000000000001
2011-05-03:14:40:00,21.315
2011-05-03:14:45:00,24.105
2011-05-03:14:50:00,22.049999999999997
2011-05-03:14:55:00,21.96
2011-05-03:15:00:00,54.614999999999995
2011-05-03:15:05:00,35.400000000000006
2011-05-03:15:10:00,28.214999999999996
2011-05-03:15:15:00,26.28
2011-05-03:15:20:00,25.605
2011-05-03:15:25:00,23.384999999999998
2011-05-03:15:30:00,21.525
2011-05-03:15:35:00,26.339999999999996
2011-05-03:15:40:00,30.105
2011-05-03:15:45:00,21.54
2011-05-03:15:50:00,22.44
2011-05-03:15:55:00,28.634999999999998
2011-05-03:16:00:00,30.990000000000002
2011-05-03:16:05:00,29.055
2011-05-03:16:10:00,22.77
2011-05-03:16:15:00,23.31
2011-05-03:16:20:00,23.055
2011-05-03:16:25:00,28.005000000000003
2011-05-03:16:30:00,25.185
2011-05-03:16:35:00,22.605
2011-05-03:16:40:00,25.065
2011-05-03:16:45:00,26.31
2011-05-03:16:50:00,21.81
2011-05-03:16:55:00,20.535
2011-05-03:17:00:00,52.905
2011-05-03:17:05:00,34.964999999999996
2011-05-03:17:10:00,24.900000000000002
2011-05-03:17:15:00,24.69
2011-05-03:17:20:00,23.775
2011-05-03:17:25:00,20.549999999999997
2011-05-03:17:30:00,29.04
2011-05-03:17:35:00,22.23
2011-05-03:17:40:00,23.205000000000002
2011-05-03:17:45:00,26.595
2011-05-03:17:50:00,25.5
2011-05-03:17:55:00,26.64
2011-05-03:18:00:00,27.27
2011-05-03:18:05:00,25.155
2011-05-03:18:10:00,19.740000000000002
2011-05-03:18:15:00,18.674999999999997
2011-05-03:18:20:00,22.919999999999998
2011-05-03:18:25:00,23.04
2011-05-03:18:30:00,19.665
2011-05-03:18:35:00,19.41
2011-05-03:18:40:00,23.294999999999998
2011-05-03:18:45:00,21.509999999999998
2011-05-03:18:50:00,25.049999999999997
2011-05-03:18:55:00,15.39
2011-05-03:19:00:00,50.385000000000005
2011-05-03:19:05:00,19.44
2011-05-03:19:10:00,12.375
2011-05-03:19:15:00,14.49
2011-05-03:19:20:00,12.195
2011-05-03:19:25:00,10.26
2011-05-03:19:30:00,11.625
2011-05-03:19:35:00,9.33
2011-05-03:19:40:00,8.52
2011-05-03:19:45:00,10.485
2011-05-03:19:50:00,8.355
2011-05-03:19:55:00,7.83
2011-05-03:20:00:00,10.575
2011-05-03:20:05:00,7.26
2011-05-03:20:10:00,7.305
2011-05-03:20:15:00,7.709999999999999
2011-05-03:20:20:00,5.76
2011-05-03:20:25:00,5.5200000000000005
2011-05-03:20:30:00,7.2749999999999995
2011-05-03:20:35:00,4.9799999999999995
2011-05-03:20:40:00,6.8100000000000005
2011-05-03:20:45:00,5.5649999999999995
2011-05-03:20:50:00,6.375
2011-05-03:20:55:00,5.835
2011-05-03:21:00:00,34.635
2011-05-03:21:05:00,12.75
2011-05-03:21:10:00,5.955
2011-05-03:21:15:00,7.89
2011-05-03:21:20:00,6.5249999999999995
2011-05-03:21:25:00,5.88
2011-05-03:21:30:00,6.345000000000001
2011-05-03:21:35:00,5.25
2011-05-03:21:40:00,5.79
2011-05-03:21:45:00,5.324999999999999
2011-05-03:21:50:00,5.085
2011-05-03:21:55:00,5.5200000000000005
2011-05-03:22:00:00,5.79
2011-05-03:22:05:00,4.9799999999999995
2011-05-03:22:10:00,7.199999999999999
2011-05-03:22:15:00,5.6850000000000005
2011-05-03:22:20:00,6.84
2011-05-03:22:25:00,8.459999999999999
2011-05-03:22:30:00,6.3149999999999995
2011-05-03:22:35:00,5.805
2011-05-03:22:40:00,6.015
2011-05-03:22:45:00,15.18
2011-05-03:22:50:00,4.515
2011-05-03:22:55:00,3.87
2011-05-03:23:00:00,32.894999999999996
2011-05-03:23:05:00,11.774999999999999
2011-05-03:23:10:00,4.335
2011-05-03:23:15:00,6.345000000000001
2011-05-03:23:20:00,3.7649999999999997
2011-05-03:23:25:00,4.845
2011-05-03:23:30:00,5.25
2011-05-03:23:35:00,4.035
2011-05-03:23:40:00,3.3600000000000003
2011-05-03:23:45:00,4.47
2011-05-03:23:50:00,4.2299999999999995
2011-05-03:23:55:00,3.51
2011-05-04:00:00:00,4.095
2011-05-04:00:05:00,3.915
2011-05-04:00:10:00,3.54
2011-05-04:00:15:00,4.17
2011-05-04:00:20:00,3.51
2011-05-04:00:25:00,3.75
2011-05-04:00:30:00,9.855
2011-05-04:00:35:00,3.9000000000000004
2011-05-04:00:40:00,2.9699999999999998
2011-05-04:00:45:00,3.495
2011-05-04:00:50:00,2.985
2011-05-04:00:55:00,3.69
2011-05-04:01:00:00,18.015
2011-05-04:01:05:00,3.3899999999999997
2011-05-04:01:10:00,3.81
2011-05-04:01:15:00,5.37
2011-05-04:01:20:00,2.91
2011-05-04:01:25:00,3.5999999999999996
2011-05-04:01:30:00,6.63
2011-05-04:01:35:00,4.65
2011-05-04:01:40:00,6.345000000000001
2011-05-04:01:45:00,4.875
2011-05-04:01:50:00,2.67
2011-05-04:01:55:00,3.195
2011-05-04:02:00:00,10.26
2011-05-04:02:05:00,4.89
2011-05-04:02:10:00,3.0
2011-05-04:02:15:00,4.905
2011-05-04:02:20:00,2.565
2011-05-04:02:25:00,3.84
2011-05-04:02:30:00,4.89
2011-05-04:02:35:00,3.705
2011-05-04:02:40:00,2.835
2011-05-04:02:45:00,3.7199999999999998
2011-05-04:02:50:00,3.255
2011-05-04:02:55:00,4.695
2011-05-04:03:00:00,20.265
2011-05-04:03:05:00,4.0200000000000005
2011-05-04:03:10:00,3.375
2011-05-04:03:15:00,3.12
2011-05-04:03:20:00,3.165
2011-05-04:03:25:00,3.3449999999999998
2011-05-04:03:30:00,3.2249999999999996
2011-05-04:03:35:00,3.375
2011-05-04:03:40:00,2.67
2011-05-04:03:45:00,4.26
2011-05-04:03:50:00,2.295
2011-05-04:03:55:00,3.495
2011-05-04:04:00:00,3.285
2011-05-04:04:05:00,2.835
2011-05-04:04:10:00,3.0
2011-05-04:04:15:00,3.09
2011-05-04:04:20:00,2.745
2011-05-04:04:25:00,4.005
2011-05-04:04:30:00,2.79
2011-05-04:04:35:00,3.21
2011-05-04:04:40:00,3.0
2011-05-04:04:45:00,3.0300000000000002
2011-05-04:04:50:00,2.64
2011-05-04:04:55:00,2.445
2011-05-04:05:00:00,36.885
2011-05-04:05:05:00,5.505
2011-05-04:05:10:00,7.334999999999999
2011-05-04:05:15:00,5.745
2011-05-04:05:20:00,4.035
2011-05-04:05:25:00,3.9000000000000004
2011-05-04:05:30:00,5.235
2011-05-04:05:35:00,3.6750000000000003
2011-05-04:05:40:00,3.0
2011-05-04:05:45:00,5.115
2011-05-04:05:50:00,2.985
2011-05-04:05:55:00,5.1450000000000005
2011-05-04:06:00:00,4.0649999999999995
2011-05-04:06:05:00,4.4399999999999995
2011-05-04:06:10:00,6.51
2011-05-04:06:15:00,3.75
2011-05-04:06:20:00,3.615
2011-05-04:06:25:00,4.050000000000001
2011-05-04:06:30:00,3.69
2011-05-04:06:35:00,20.835
2011-05-04:06:40:00,3.9000000000000004
2011-05-04:06:45:00,3.7800000000000002
2011-05-04:06:50:00,2.3850000000000002
2011-05-04:06:55:00,4.65
2011-05-04:07:00:00,21.525
2011-05-04:07:05:00,7.92
2011-05-04:07:10:00,4.574999999999999
2011-05-04:07:15:00,8.94
2011-05-04:07:20:00,3.315
2011-05-04:07:25:00,10.575
2011-05-04:07:30:00,6.63
2011-05-04:07:35:00,4.095
2011-05-04:07:40:00,4.9799999999999995
2011-05-04:07:45:00,5.115
2011-05-04:07:50:00,3.885
2011-05-04:07:55:00,3.885
2011-05-04:08:00:00,6.285
2011-05-04:08:05:00,3.9749999999999996
2011-05-04:08:10:00,4.005
2011-05-04:08:15:00,10.155
2011-05-04:08:20:00,2.985
2011-05-04:08:25:00,4.38
2011-05-04:08:30:00,6.195
2011-05-04:08:35:00,3.915
2011-05-04:08:40:00,4.2299999999999995
2011-05-04:08:45:00,5.8950000000000005
2011-05-04:08:50:00,3.18
2011-05-04:08:55:00,5.16
2011-05-04:09:00:00,26.73
2011-05-04:09:05:00,18.36
2011-05-04:09:10:00,5.775
2011-05-04:09:15:00,4.68
2011-05-04:09:20:00,6.404999999999999
2011-05-04:09:25:00,6.404999999999999
2011-05-04:09:30:00,5.76
2011-05-04:09:35:00,9.93
2011-05-04:09:40:00,7.74
2011-05-04:09:45:00,8.67
2011-05-04:09:50:00,9.495000000000001
2011-05-04:09:55:00,10.92
2011-05-04:10:00:00,11.595
2011-05-04:10:05:00,11.19
2011-05-04:10:10:00,12.21
2011-05-04:10:15:00,11.76
2011-05-04:10:20:00,18.255
2011-05-04:10:25:00,18.075000000000003
2011-05-04:10:30:00,16.275
2011-05-04:10:35:00,14.085
2011-05-04:10:40:00,17.115000000000002
2011-05-04:10:45:00,15.315000000000001
2011-05-04:10:50:00,16.815
2011-05-04:10:55:00,21.015
2011-05-04:11:00:00,46.185
2011-05-04:11:05:00,30.015
2011-05-04:11:10:00,25.29
2011-05-04:11:15:00,25.23
2011-05-04:11:20:00,25.799999999999997
2011-05-04:11:25:00,22.56
2011-05-04:11:30:00,27.299999999999997
2011-05-04:11:35:00,17.505
2011-05-04:11:40:00,18.765
2011-05-04:11:45:00,23.505
2011-05-04:11:50:00,20.28
2011-05-04:11:55:00,24.69
2011-05-04:12:00:00,24.884999999999998
2011-05-04:12:05:00,26.67
2011-05-04:12:10:00,25.56
2011-05-04:12:15:00,23.61
2011-05-04:12:20:00,21.165
2011-05-04:12:25:00,21.87
2011-05-04:12:30:00,23.25
2011-05-04:12:35:00,23.52
2011-05-04:12:40:00,24.705
2011-05-04:12:45:00,29.73
2011-05-04:12:50:00,26.655
2011-05-04:12:55:00,28.665
2011-05-04:13:00:00,51.0
2011-05-04:13:05:00,35.49
2011-05-04:13:10:00,22.11
2011-05-04:13:15:00,24.645
2011-05-04:13:20:00,18.405
2011-05-04:13:25:00,21.450000000000003
2011-05-04:13:30:00,21.674999999999997
2011-05-04:13:35:00,20.97
2011-05-04:13:40:00,22.575000000000003
2011-05-04:13:45:00,27.54
2011-05-04:13:50:00,24.21
2011-05-04:13:55:00,21.69
2011-05-04:14:00:00,23.355
2011-05-04:14:05:00,20.37
2011-05-04:14:10:00,20.07
2011-05-04:14:15:00,24.585
2011-05-04:14:20:00,18.525
2011-05-04:14:25:00,18.915
2011-05-04:14:30:00,19.11
2011-05-04:14:35:00,15.855
2011-05-04:14:40:00,14.745000000000001
2011-05-04:14:45:00,25.815
2011-05-04:14:50:00,23.025
2011-05-04:14:55:00,21.075000000000003
2011-05-04:15:00:00,47.519999999999996
2011-05-04:15:05:00,39.03
2011-05-04:15:10:00,25.049999999999997
2011-05-04:15:15:00,25.035000000000004
2011-05-04:15:20:00,22.995
2011-05-04:15:25:00,24.134999999999998
2011-05-04:15:30:00,24.0
2011-05-04:15:35:00,21.765
2011-05-04:15:40:00,24.165
2011-05-04:15:45:00,22.485
2011-05-04:15:50:00,22.62
2011-05-04:15:55:00,22.155
2011-05-04:16:00:00,22.56
2011-05-04:16:05:00,28.185
2011-05-04:16:10:00,32.97
2011-05-04:16:15:00,25.214999999999996
2011-05-04:16:20:00,24.42
2011-05-04:16:25:00,22.155
2011-05-04:16:30:00,22.98
2011-05-04:16:35:00,19.080000000000002
2011-05-04:16:40:00,23.549999999999997
2011-05-04:16:45:00,28.53
2011-05-04:16:50:00,27.39
2011-05-04:16:55:00,27.06
2011-05-04:17:00:00,47.685
2011-05-04:17:05:00,40.065
2011-05-04:17:10:00,29.910000000000004
2011-05-04:17:15:00,29.835
2011-05-04:17:20:00,22.29
2011-05-04:17:25:00,29.295
2011-05-04:17:30:00,24.015
2011-05-04:17:35:00,27.435
2011-05-04:17:40:00,26.265
2011-05-04:17:45:00,24.75
2011-05-04:17:50:00,25.724999999999998
2011-05-04:17:55:00,21.134999999999998
2011-05-04:18:00:00,20.64
2011-05-04:18:05:00,23.745
2011-05-04:18:10:00,28.035000000000004
2011-05-04:18:15:00,20.4
2011-05-04:18:20:00,25.259999999999998
2011-05-04:18:25:00,21.255
2011-05-04:18:30:00,29.145
2011-05-04:18:35:00,30.974999999999998
2011-05-04:18:40:00,23.115000000000002
2011-05-04:18:45:00,16.395
2011-05-04:18:50:00,16.14
2011-05-04:18:55:00,16.605
2011-05-04:19:00:00,32.894999999999996
2011-05-04:19:05:00,30.21
2011-05-04:19:10:00,15.809999999999999
2011-05-04:19:15:00,16.799999999999997
2011-05-04:19:20:00,13.32
2011-05-04:19:25:00,14.745000000000001
2011-05-04:19:30:00,14.924999999999999
2011-05-04:19:35:00,13.695
2011-05-04:19:40:00,12.615
2011-05-04:19:45:00,8.834999999999999
2011-05-04:19:50:00,7.5600000000000005
2011-05-04:19:55:00,9.93
2011-05-04:20:00:00,9.959999999999999
2011-05-04:20:05:00,6.555
2011-05-04:20:10:00,6.074999999999999
2011-05-04:20:15:00,7.035
2011-05-04:20:20:00,6.345000000000001
2011-05-04:20:25:00,6.66
2011-05-04:20:30:00,8.76
2011-05-04:20:35:00,6.015
2011-05-04:20:40:00,5.25
2011-05-04:20:45:00,7.2749999999999995
2011-05-04:20:50:00,4.32
2011-05-04:20:55:00,6.029999999999999
2011-05-04:21:00:00,41.325
2011-05-04:21:05:00,12.27
2011-05-04:21:10:00,7.38
2011-05-04:21:15:00,8.504999999999999
2011-05-04:21:20:00,6.209999999999999
2011-05-04:21:25:00,8.205
2011-05-04:21:30:00,6.495
2011-05-04:21:35:00,15.120000000000001
2011-05-04:21:40:00,16.755
2011-05-04:21:45:00,8.295
2011-05-04:21:50:00,7.005
2011-05-04:21:55:00,5.835
2011-05-04:22:00:00,7.14
2011-05-04:22:05:00,4.83
2011-05-04:22:10:00,8.040000000000001
2011-05-04:22:15:00,6.449999999999999
2011-05-04:22:20:00,5.115
2011-05-04:22:25:00,7.035
2011-05-04:22:30:00,4.755
2011-05-04:22:35:00,4.275
2011-05-04:22:40:00,7.59
2011-05-04:22:45:00,5.3549999999999995
2011-05-04:22:50:00,3.81
2011-05-04:22:55:00,4.1850000000000005
2011-05-04:23:00:00,34.065
2011-05-04:23:05:00,8.61
2011-05-04:23:10:00,4.875
2011-05-04:23:15:00,5.97
2011-05-04:23:20:00,4.199999999999999
2011-05-04:23:25:00,3.6750000000000003
2011-05-04:23:30:00,6.1499999999999995
2011-05-04:23:35:00,5.3549999999999995
2011-05-04:23:40:00,5.4
2011-05-04:23:45:00,7.154999999999999
2011-05-04:23:50:00,5.1
