date,data
2011-04-24:07:00:00,19.695
2011-04-24:07:05:00,3.66
2011-04-24:07:10:00,3.6750000000000003
2011-04-24:07:15:00,3.4799999999999995
2011-04-24:07:20:00,3.84
2011-04-24:07:25:00,3.435
2011-04-24:07:30:00,3.6750000000000003
2011-04-24:07:35:00,3.75
2011-04-24:07:40:00,2.55
2011-04-24:07:45:00,4.695
2011-04-24:07:50:00,2.31
2011-04-24:07:55:00,5.6850000000000005
2011-04-24:08:00:00,5.055
2011-04-24:08:05:00,3.255
2011-04-24:08:10:00,4.965
2011-04-24:08:15:00,4.965
2011-04-24:08:20:00,6.375
2011-04-24:08:25:00,3.0149999999999997
2011-04-24:08:30:00,4.335
2011-04-24:08:35:00,3.8249999999999997
2011-04-24:08:40:00,2.7600000000000002
2011-04-24:08:45:00,10.635
2011-04-24:08:50:00,6.404999999999999
2011-04-24:08:55:00,3.93
2011-04-24:09:00:00,26.369999999999997
2011-04-24:09:05:00,6.0600000000000005
2011-04-24:09:10:00,5.76
2011-04-24:09:15:00,13.725000000000001
2011-04-24:09:20:00,6.24
2011-04-24:09:25:00,4.905
2011-04-24:09:30:00,7.245
2011-04-24:09:35:00,5.715
2011-04-24:09:40:00,7.74
2011-04-24:09:45:00,8.790000000000001
2011-04-24:09:50:00,7.965
2011-04-24:09:55:00,8.445
2011-04-24:10:00:00,10.815
2011-04-24:10:05:00,10.8
2011-04-24:10:10:00,13.74
2011-04-24:10:15:00,10.56
2011-04-24:10:20:00,9.225000000000001
2011-04-24:10:25:00,11.07
2011-04-24:10:30:00,16.02
2011-04-24:10:35:00,14.49
2011-04-24:10:40:00,12.899999999999999
2011-04-24:10:45:00,14.235
2011-04-24:10:50:00,14.565000000000001
2011-04-24:10:55:00,12.419999999999998
2011-04-24:11:00:00,52.155
2011-04-24:11:05:00,21.015
2011-04-24:11:10:00,19.485
2011-04-24:11:15:00,18.044999999999998
2011-04-24:11:20:00,17.325000000000003
2011-04-24:11:25:00,15.135
2011-04-24:11:30:00,15.36
2011-04-24:11:35:00,14.190000000000001
2011-04-24:11:40:00,17.25
2011-04-24:11:45:00,17.715
2011-04-24:11:50:00,17.37
2011-04-24:11:55:00,20.595
2011-04-24:12:00:00,19.634999999999998
2011-04-24:12:05:00,20.25
2011-04-24:12:10:00,16.5
2011-04-24:12:15:00,20.685
2011-04-24:12:20:00,15.285
2011-04-24:12:25:00,18.674999999999997
2011-04-24:12:30:00,18.96
2011-04-24:12:35:00,28.02
2011-04-24:12:40:00,27.33
2011-04-24:12:45:00,16.47
2011-04-24:12:50:00,17.490000000000002
2011-04-24:12:55:00,15.555
2011-04-24:13:00:00,44.58
2011-04-24:13:05:00,20.565
2011-04-24:13:10:00,17.235
2011-04-24:13:15:00,16.845
2011-04-24:13:20:00,18.39
2011-04-24:13:25:00,15.135
2011-04-24:13:30:00,16.259999999999998
2011-04-24:13:35:00,15.674999999999999
2011-04-24:13:40:00,15.39
2011-04-24:13:45:00,17.82
2011-04-24:13:50:00,13.785
2011-04-24:13:55:00,14.745000000000001
2011-04-24:14:00:00,16.245
2011-04-24:14:05:00,15.075000000000001
2011-04-24:14:10:00,14.145
2011-04-24:14:15:00,15.735
2011-04-24:14:20:00,15.945
2011-04-24:14:25:00,16.875
2011-04-24:14:30:00,14.190000000000001
2011-04-24:14:35:00,14.895
2011-04-24:14:40:00,11.625
2011-04-24:14:45:00,13.305
2011-04-24:14:50:00,16.41
2011-04-24:14:55:00,16.38
2011-04-24:15:00:00,48.885000000000005
2011-04-24:15:05:00,24.674999999999997
2011-04-24:15:10:00,18.09
2011-04-24:15:15:00,19.125
2011-04-24:15:20:00,16.185
2011-04-24:15:25:00,22.38
2011-04-24:15:30:00,16.68
2011-04-24:15:35:00,16.68
2011-04-24:15:40:00,14.325000000000001
2011-04-24:15:45:00,15.36
2011-04-24:15:50:00,15.105
2011-04-24:15:55:00,15.615
2011-04-24:16:00:00,17.475
2011-04-24:16:05:00,15.465
2011-04-24:16:10:00,19.665
2011-04-24:16:15:00,16.47
2011-04-24:16:20:00,16.275
2011-04-24:16:25:00,19.47
2011-04-24:16:30:00,18.48
2011-04-24:16:35:00,17.759999999999998
2011-04-24:16:40:00,18.285
2011-04-24:16:45:00,21.915
2011-04-24:16:50:00,16.200000000000003
2011-04-24:16:55:00,16.71
2011-04-24:17:00:00,43.8
2011-04-24:17:05:00,21.21
2011-04-24:17:10:00,13.830000000000002
2011-04-24:17:15:00,16.68
2011-04-24:17:20:00,19.44
2011-04-24:17:25:00,16.305
2011-04-24:17:30:00,19.38
2011-04-24:17:35:00,24.36
2011-04-24:17:40:00,15.059999999999999
2011-04-24:17:45:00,18.36
2011-04-24:17:50:00,18.015
2011-04-24:17:55:00,16.68
2011-04-24:18:00:00,20.625
2011-04-24:18:05:00,18.21
2011-04-24:18:10:00,18.315
2011-04-24:18:15:00,17.415
2011-04-24:18:20:00,17.549999999999997
2011-04-24:18:25:00,13.455000000000002
2011-04-24:18:30:00,16.62
2011-04-24:18:35:00,17.52
2011-04-24:18:40:00,14.955000000000002
2011-04-24:18:45:00,12.645
2011-04-24:18:50:00,13.02
2011-04-24:18:55:00,12.870000000000001
2011-04-24:19:00:00,41.775000000000006
2011-04-24:19:05:00,21.21
2011-04-24:19:10:00,11.655
2011-04-24:19:15:00,12.75
2011-04-24:19:20:00,8.07
2011-04-24:19:25:00,8.895
2011-04-24:19:30:00,10.545
2011-04-24:19:35:00,9.39
2011-04-24:19:40:00,32.61
2011-04-24:19:45:00,12.195
2011-04-24:19:50:00,11.625
2011-04-24:19:55:00,7.83
2011-04-24:20:00:00,8.955
2011-04-24:20:05:00,8.55
2011-04-24:20:10:00,5.775
2011-04-24:20:15:00,6.0600000000000005
2011-04-24:20:20:00,5.25
2011-04-24:20:25:00,4.995
2011-04-24:20:30:00,4.7700000000000005
2011-04-24:20:35:00,6.105
2011-04-24:20:40:00,6.51
2011-04-24:20:45:00,5.43
2011-04-24:20:50:00,6.105
2011-04-24:20:55:00,4.14
2011-04-24:21:00:00,29.67
2011-04-24:21:05:00,9.524999999999999
2011-04-24:21:10:00,4.4399999999999995
2011-04-24:21:15:00,4.7700000000000005
2011-04-24:21:20:00,4.035
2011-04-24:21:25:00,6.66
2011-04-24:21:30:00,4.425000000000001
2011-04-24:21:35:00,3.7649999999999997
2011-04-24:21:40:00,4.41
2011-04-24:21:45:00,4.83
2011-04-24:21:50:00,3.5250000000000004
2011-04-24:21:55:00,4.5
2011-04-24:22:00:00,5.13
2011-04-24:22:05:00,4.695
2011-04-24:22:10:00,4.0649999999999995
2011-04-24:22:15:00,4.5600000000000005
2011-04-24:22:20:00,3.0300000000000002
2011-04-24:22:25:00,3.495
2011-04-24:22:30:00,5.775
2011-04-24:22:35:00,4.68
2011-04-24:22:40:00,4.5
2011-04-24:22:45:00,4.725
2011-04-24:22:50:00,3.6750000000000003
2011-04-24:22:55:00,3.705
2011-04-24:23:00:00,25.349999999999998
2011-04-24:23:05:00,3.7350000000000003
2011-04-24:23:10:00,10.32
2011-04-24:23:15:00,7.365
2011-04-24:23:20:00,3.795
2011-04-24:23:25:00,3.7199999999999998
2011-04-24:23:30:00,3.795
2011-04-24:23:35:00,3.57
2011-04-24:23:40:00,3.135
2011-04-24:23:45:00,3.3899999999999997
2011-04-24:23:50:00,4.365
2011-04-24:23:55:00,3.2700000000000005
2011-04-25:00:00:00,3.66
2011-04-25:00:05:00,4.275
2011-04-25:00:10:00,2.565
2011-04-25:00:15:00,3.465
2011-04-25:00:20:00,2.835
2011-04-25:00:25:00,4.035
2011-04-25:00:30:00,7.995
2011-04-25:00:35:00,3.54
2011-04-25:00:40:00,3.3600000000000003
2011-04-25:00:45:00,3.63
2011-04-25:00:50:00,3.5250000000000004
2011-04-25:00:55:00,3.7199999999999998
2011-04-25:01:00:00,18.6
2011-04-25:01:05:00,3.81
2011-04-25:01:10:00,3.8549999999999995
2011-04-25:01:15:00,4.62
2011-04-25:01:20:00,2.685
2011-04-25:01:25:00,2.43
2011-04-25:01:30:00,4.545
2011-04-25:01:35:00,2.505
2011-04-25:01:40:00,2.31
2011-04-25:01:45:00,4.71
2011-04-25:01:50:00,2.235
2011-04-25:01:55:00,2.955
2011-04-25:02:00:00,8.879999999999999
2011-04-25:02:05:00,2.565
2011-04-25:02:10:00,2.43
2011-04-25:02:15:00,3.93
2011-04-25:02:20:00,3.495
2011-04-25:02:25:00,6.6000000000000005
2011-04-25:02:30:00,7.41
2011-04-25:02:35:00,3.5250000000000004
2011-04-25:02:40:00,3.195
2011-04-25:02:45:00,3.7800000000000002
2011-04-25:02:50:00,4.335
2011-04-25:02:55:00,2.835
2011-04-25:03:00:00,28.77
2011-04-25:03:05:00,6.105
2011-04-25:03:10:00,3.6750000000000003
2011-04-25:03:15:00,4.155
2011-04-25:03:20:00,3.0300000000000002
2011-04-25:03:25:00,4.4399999999999995
2011-04-25:03:30:00,3.4499999999999997
2011-04-25:03:35:00,3.09
2011-04-25:03:40:00,4.9799999999999995
2011-04-25:03:45:00,3.0149999999999997
2011-04-25:03:50:00,3.2249999999999996
2011-04-25:03:55:00,3.54
2011-04-25:04:00:00,4.005
2011-04-25:04:05:00,4.0200000000000005
2011-04-25:04:10:00,3.66
2011-04-25:04:15:00,3.2249999999999996
2011-04-25:04:20:00,3.375
2011-04-25:04:25:00,2.58
2011-04-25:04:30:00,4.335
2011-04-25:04:35:00,3.165
2011-04-25:04:40:00,2.895
2011-04-25:04:45:00,9.254999999999999
2011-04-25:04:50:00,4.89
2011-04-25:04:55:00,4.7700000000000005
2011-04-25:05:00:00,15.54
2011-04-25:05:05:00,4.14
2011-04-25:05:10:00,2.805
2011-04-25:05:15:00,3.99
2011-04-25:05:20:00,5.235
2011-04-25:05:25:00,2.415
2011-04-25:05:30:00,9.465
2011-04-25:05:35:00,4.695
2011-04-25:05:40:00,3.63
2011-04-25:05:45:00,5.58
2011-04-25:05:50:00,19.875
2011-04-25:05:55:00,4.035
2011-04-25:06:00:00,5.04
2011-04-25:06:05:00,12.899999999999999
2011-04-25:06:10:00,3.585
2011-04-25:06:15:00,3.0
2011-04-25:06:20:00,3.495
2011-04-25:06:25:00,4.005
2011-04-25:06:30:00,3.12
2011-04-25:06:35:00,13.395
2011-04-25:06:40:00,4.485
2011-04-25:06:45:00,4.095
2011-04-25:06:50:00,5.46
2011-04-25:06:55:00,3.87
2011-04-25:07:00:00,35.37
2011-04-25:07:05:00,4.574999999999999
2011-04-25:07:10:00,5.295
2011-04-25:07:15:00,4.215
2011-04-25:07:20:00,6.375
2011-04-25:07:25:00,6.165000000000001
2011-04-25:07:30:00,4.92
2011-04-25:07:35:00,3.495
2011-04-25:07:40:00,3.315
2011-04-25:07:45:00,5.13
2011-04-25:07:50:00,4.71
2011-04-25:07:55:00,3.69
2011-04-25:08:00:00,8.850000000000001
2011-04-25:08:05:00,4.0200000000000005
2011-04-25:08:10:00,4.3950000000000005
2011-04-25:08:15:00,5.699999999999999
2011-04-25:08:20:00,4.1850000000000005
2011-04-25:08:25:00,3.4050000000000002
2011-04-25:08:30:00,4.875
2011-04-25:08:35:00,5.9399999999999995
2011-04-25:08:40:00,3.6450000000000005
2011-04-25:08:45:00,4.245
2011-04-25:08:50:00,4.14
2011-04-25:08:55:00,4.050000000000001
2011-04-25:09:00:00,33.150000000000006
2011-04-25:09:05:00,7.83
2011-04-25:09:10:00,6.945
2011-04-25:09:15:00,5.64
2011-04-25:09:20:00,4.755
2011-04-25:09:25:00,3.945
2011-04-25:09:30:00,3.465
2011-04-25:09:35:00,2.91
2011-04-25:09:40:00,4.5600000000000005
2011-04-25:09:45:00,2.985
2011-04-25:09:50:00,5.115
2011-04-25:09:55:00,8.399999999999999
2011-04-25:10:00:00,12.885
2011-04-25:10:05:00,9.27
2011-04-25:10:10:00,9.405
2011-04-25:10:15:00,11.129999999999999
2011-04-25:10:20:00,10.334999999999999
2011-04-25:10:25:00,10.26
2011-04-25:10:30:00,12.645
2011-04-25:10:35:00,9.345
2011-04-25:10:40:00,7.665000000000001
2011-04-25:10:45:00,10.004999999999999
2011-04-25:10:50:00,9.254999999999999
2011-04-25:10:55:00,10.004999999999999
2011-04-25:11:00:00,43.605000000000004
2011-04-25:11:05:00,17.85
2011-04-25:11:10:00,12.105
2011-04-25:11:15:00,13.485
2011-04-25:11:20:00,15.330000000000002
2011-04-25:11:25:00,15.36
2011-04-25:11:30:00,17.549999999999997
2011-04-25:11:35:00,14.46
2011-04-25:11:40:00,10.92
2011-04-25:11:45:00,12.18
2011-04-25:11:50:00,13.004999999999999
2011-04-25:11:55:00,11.955
2011-04-25:12:00:00,15.149999999999999
2011-04-25:12:05:00,11.790000000000001
2011-04-25:12:10:00,11.895
2011-04-25:12:15:00,14.879999999999999
2011-04-25:12:20:00,13.665
2011-04-25:12:25:00,11.955
2011-04-25:12:30:00,12.674999999999999
2011-04-25:12:35:00,15.629999999999999
2011-04-25:12:40:00,14.565000000000001
2011-04-25:12:45:00,12.149999999999999
2011-04-25:12:50:00,9.435
2011-04-25:12:55:00,12.059999999999999
2011-04-25:13:00:00,41.94
2011-04-25:13:05:00,19.815
2011-04-25:13:10:00,14.370000000000001
2011-04-25:13:15:00,15.899999999999999
2011-04-25:13:20:00,10.425
2011-04-25:13:25:00,13.32
2011-04-25:13:30:00,13.455000000000002
2011-04-25:13:35:00,12.705000000000002
2011-04-25:13:40:00,10.545
2011-04-25:13:45:00,12.899999999999999
2011-04-25:13:50:00,12.674999999999999
2011-04-25:13:55:00,14.055
2011-04-25:14:00:00,14.684999999999999
2011-04-25:14:05:00,12.0
2011-04-25:14:10:00,10.89
2011-04-25:14:15:00,12.450000000000001
2011-04-25:14:20:00,12.585
2011-04-25:14:25:00,17.115000000000002
2011-04-25:14:30:00,15.885
2011-04-25:14:35:00,13.455000000000002
2011-04-25:14:40:00,11.925
2011-04-25:14:45:00,12.434999999999999
2011-04-25:14:50:00,13.169999999999998
2011-04-25:14:55:00,9.99
2011-04-25:15:00:00,40.185
2011-04-25:15:05:00,19.575000000000003
2011-04-25:15:10:00,13.455000000000002
2011-04-25:15:15:00,15.254999999999999
2011-04-25:15:20:00,24.674999999999997
2011-04-25:15:25:00,21.72
2011-04-25:15:30:00,23.085
2011-04-25:15:35:00,20.85
2011-04-25:15:40:00,25.02
2011-04-25:15:45:00,26.985
2011-04-25:15:50:00,22.53
2011-04-25:15:55:00,27.525000000000002
2011-04-25:16:00:00,21.975
2011-04-25:16:05:00,20.1
2011-04-25:16:10:00,26.445
2011-04-25:16:15:00,32.88
2011-04-25:16:20:00,22.785
2011-04-25:16:25:00,24.69
2011-04-25:16:30:00,26.595
2011-04-25:16:35:00,27.0
2011-04-25:16:40:00,22.995
2011-04-25:16:45:00,26.714999999999996
2011-04-25:16:50:00,28.049999999999997
2011-04-25:16:55:00,22.755
2011-04-25:17:00:00,59.099999999999994
2011-04-25:17:05:00,35.25
2011-04-25:17:10:00,27.224999999999998
2011-04-25:17:15:00,31.395
2011-04-25:17:20:00,26.67
2011-04-25:17:25:00,24.18
2011-04-25:17:30:00,25.244999999999997
2011-04-25:17:35:00,27.81
2011-04-25:17:40:00,29.31
2011-04-25:17:45:00,23.13
2011-04-25:17:50:00,25.08
2011-04-25:17:55:00,22.005
2011-04-25:18:00:00,18.945
2011-04-25:18:05:00,24.105
2011-04-25:18:10:00,19.080000000000002
2011-04-25:18:15:00,22.11
2011-04-25:18:20:00,23.835
2011-04-25:18:25:00,23.490000000000002
2011-04-25:18:30:00,17.085
2011-04-25:18:35:00,21.134999999999998
2011-04-25:18:40:00,17.94
2011-04-25:18:45:00,18.435
2011-04-25:18:50:00,16.29
2011-04-25:18:55:00,15.48
2011-04-25:19:00:00,45.435
2011-04-25:19:05:00,30.165
2011-04-25:19:10:00,17.535
2011-04-25:19:15:00,14.265
2011-04-25:19:20:00,13.89
2011-04-25:19:25:00,16.365000000000002
2011-04-25:19:30:00,13.5
2011-04-25:19:35:00,12.375
2011-04-25:19:40:00,12.345
2011-04-25:19:45:00,12.78
2011-04-25:19:50:00,8.805
2011-04-25:19:55:00,9.57
2011-04-25:20:00:00,10.185
2011-04-25:20:05:00,7.59
2011-04-25:20:10:00,7.68
2011-04-25:20:15:00,9.435
2011-04-25:20:20:00,9.615
2011-04-25:20:25:00,5.3549999999999995
2011-04-25:20:30:00,7.41
2011-04-25:20:35:00,7.02
2011-04-25:20:40:00,5.22
2011-04-25:20:45:00,5.805
2011-04-25:20:50:00,7.8149999999999995
2011-04-25:20:55:00,5.115
2011-04-25:21:00:00,35.25
2011-04-25:21:05:00,10.425
2011-04-25:21:10:00,6.074999999999999
2011-04-25:21:15:00,6.885
2011-04-25:21:20:00,6.495
2011-04-25:21:25:00,5.085
2011-04-25:21:30:00,7.035
2011-04-25:21:35:00,4.92
2011-04-25:21:40:00,6.12
2011-04-25:21:45:00,6.345000000000001
2011-04-25:21:50:00,3.93
2011-04-25:21:55:00,5.34
2011-04-25:22:00:00,6.209999999999999
2011-04-25:22:05:00,5.22
2011-04-25:22:10:00,8.129999999999999
2011-04-25:22:15:00,5.835
2011-04-25:22:20:00,4.949999999999999
2011-04-25:22:25:00,5.505
2011-04-25:22:30:00,5.5649999999999995
2011-04-25:22:35:00,4.0200000000000005
2011-04-25:22:40:00,4.3950000000000005
2011-04-25:22:45:00,5.79
2011-04-25:22:50:00,4.245
2011-04-25:22:55:00,4.0649999999999995
2011-04-25:23:00:00,25.71
2011-04-25:23:05:00,4.905
2011-04-25:23:10:00,5.3549999999999995
2011-04-25:23:15:00,4.4399999999999995
2011-04-25:23:20:00,4.755
2011-04-25:23:25:00,6.135
2011-04-25:23:30:00,11.91
2011-04-25:23:35:00,5.7299999999999995
2011-04-25:23:40:00,4.53
2011-04-25:23:45:00,3.81
2011-04-25:23:50:00,5.3100000000000005
2011-04-25:23:55:00,4.9799999999999995
2011-04-26:00:00:00,4.125
2011-04-26:00:05:00,4.59
2011-04-26:00:10:00,3.7199999999999998
2011-04-26:00:15:00,4.215
2011-04-26:00:20:00,7.154999999999999
2011-04-26:00:25:00,4.65
2011-04-26:00:30:00,9.375
2011-04-26:00:35:00,3.7350000000000003
2011-04-26:00:40:00,5.3100000000000005
2011-04-26:00:45:00,4.38
2011-04-26:00:50:00,3.4050000000000002
2011-04-26:00:55:00,4.785
2011-04-26:01:00:00,23.625
2011-04-26:01:05:00,4.199999999999999
2011-04-26:01:10:00,4.89
2011-04-26:01:15:00,4.17
2011-04-26:01:20:00,2.55
2011-04-26:01:25:00,3.69
2011-04-26:01:30:00,4.65
2011-04-26:01:35:00,2.46
2011-04-26:01:40:00,2.985
2011-04-26:01:45:00,4.29
2011-04-26:01:50:00,2.58
2011-04-26:01:55:00,3.1049999999999995
2011-04-26:02:00:00,7.485
2011-04-26:02:05:00,3.81
2011-04-26:02:10:00,3.915
2011-04-26:02:15:00,4.89
2011-04-26:02:20:00,10.035
2011-04-26:02:25:00,6.765
2011-04-26:02:30:00,3.81
2011-04-26:02:35:00,2.67
2011-04-26:02:40:00,2.7750000000000004
2011-04-26:02:45:00,3.255
2011-04-26:02:50:00,3.7649999999999997
2011-04-26:02:55:00,2.445
2011-04-26:03:00:00,18.255
2011-04-26:03:05:00,4.275
2011-04-26:03:10:00,2.8649999999999998
2011-04-26:03:15:00,3.285
2011-04-26:03:20:00,3.81
2011-04-26:03:25:00,5.715
2011-04-26:03:30:00,4.0200000000000005
2011-04-26:03:35:00,3.945
2011-04-26:03:40:00,3.0
2011-04-26:03:45:00,3.5999999999999996
2011-04-26:03:50:00,3.255
2011-04-26:03:55:00,3.57
2011-04-26:04:00:00,4.1850000000000005
2011-04-26:04:05:00,2.805
2011-04-26:04:10:00,3.7350000000000003
2011-04-26:04:15:00,3.63
2011-04-26:04:20:00,3.54
2011-04-26:04:25:00,3.75
2011-04-26:04:30:00,3.5999999999999996
2011-04-26:04:35:00,2.805
2011-04-26:04:40:00,2.8499999999999996
2011-04-26:04:45:00,5.175000000000001
2011-04-26:04:50:00,2.5949999999999998
2011-04-26:04:55:00,2.91
2011-04-26:05:00:00,19.245
2011-04-26:05:05:00,3.21
2011-04-26:05:10:00,3.795
2011-04-26:05:15:00,4.155
2011-04-26:05:20:00,3.135
2011-04-26:05:25:00,3.3000000000000003
2011-04-26:05:30:00,4.2299999999999995
2011-04-26:05:35:00,2.73
2011-04-26:05:40:00,2.94
2011-04-26:05:45:00,4.275
2011-04-26:05:50:00,3.54
2011-04-26:05:55:00,3.5250000000000004
2011-04-26:06:00:00,4.215
2011-04-26:06:05:00,7.965
2011-04-26:06:10:00,7.59
2011-04-26:06:15:00,8.415000000000001
2011-04-26:06:20:00,4.89
2011-04-26:06:25:00,3.195
2011-04-26:06:30:00,5.4
2011-04-26:06:35:00,15.93
2011-04-26:06:40:00,11.715
2011-04-26:06:45:00,5.85
2011-04-26:06:50:00,6.209999999999999
2011-04-26:06:55:00,4.005
2011-04-26:07:00:00,20.85
2011-04-26:07:05:00,14.145
2011-04-26:07:10:00,7.83
2011-04-26:07:15:00,5.01
2011-04-26:07:20:00,3.5999999999999996
2011-04-26:07:25:00,4.005
2011-04-26:07:30:00,4.215
2011-04-26:07:35:00,2.295
2011-04-26:07:40:00,2.745
2011-04-26:07:45:00,5.115
2011-04-26:07:50:00,2.7600000000000002
2011-04-26:07:55:00,3.63
2011-04-26:08:00:00,4.965
2011-04-26:08:05:00,6.465
2011-04-26:08:10:00,3.465
2011-04-26:08:15:00,8.07
2011-04-26:08:20:00,3.84
2011-04-26:08:25:00,3.57
2011-04-26:08:30:00,5.76
2011-04-26:08:35:00,3.51
2011-04-26:08:40:00,3.66
2011-04-26:08:45:00,4.455
2011-04-26:08:50:00,4.335
2011-04-26:08:55:00,4.545
2011-04-26:09:00:00,32.355000000000004
2011-04-26:09:05:00,10.425
2011-04-26:09:10:00,6.779999999999999
2011-04-26:09:15:00,6.87
2011-04-26:09:20:00,5.445
2011-04-26:09:25:00,5.775
2011-04-26:09:30:00,6.824999999999999
2011-04-26:09:35:00,9.345
2011-04-26:09:40:00,7.89
2011-04-26:09:45:00,7.635
2011-04-26:09:50:00,11.64
2011-04-26:09:55:00,11.325
2011-04-26:10:00:00,13.184999999999999
2011-04-26:10:05:00,13.095
2011-04-26:10:10:00,12.195
2011-04-26:10:15:00,13.71
2011-04-26:10:20:00,14.309999999999999
2011-04-26:10:25:00,16.815
2011-04-26:10:30:00,23.355
2011-04-26:10:35:00,21.615000000000002
2011-04-26:10:40:00,20.52
2011-04-26:10:45:00,19.23
2011-04-26:10:50:00,18.87
2011-04-26:10:55:00,25.049999999999997
2011-04-26:11:00:00,51.55499999999999
2011-04-26:11:05:00,26.64
2011-04-26:11:10:00,21.69
2011-04-26:11:15:00,24.615000000000002
2011-04-26:11:20:00,22.14
2011-04-26:11:25:00,21.495
2011-04-26:11:30:00,29.085
2011-04-26:11:35:00,26.04
2011-04-26:11:40:00,25.634999999999998
2011-04-26:11:45:00,26.64
2011-04-26:11:50:00,28.71
2011-04-26:11:55:00,27.599999999999998
2011-04-26:12:00:00,27.299999999999997
2011-04-26:12:05:00,27.299999999999997
2011-04-26:12:10:00,22.725
2011-04-26:12:15:00,23.475
2011-04-26:12:20:00,21.990000000000002
2011-04-26:12:25:00,27.119999999999997
2011-04-26:12:30:00,31.964999999999996
2011-04-26:12:35:00,25.98
2011-04-26:12:40:00,29.145
2011-04-26:12:45:00,23.235
2011-04-26:12:50:00,25.53
2011-04-26:12:55:00,25.799999999999997
2011-04-26:13:00:00,50.79
2011-04-26:13:05:00,39.675
2011-04-26:13:10:00,25.214999999999996
2011-04-26:13:15:00,23.895
2011-04-26:13:20:00,19.634999999999998
2011-04-26:13:25:00,19.965
2011-04-26:13:30:00,18.105
2011-04-26:13:35:00,21.66
2011-04-26:13:40:00,21.299999999999997
2011-04-26:13:45:00,23.1
2011-04-26:13:50:00,19.095
2011-04-26:13:55:00,24.93
2011-04-26:14:00:00,23.22
2011-04-26:14:05:00,18.945
2011-04-26:14:10:00,16.38
2011-04-26:14:15:00,23.85
2011-04-26:14:20:00,17.745
2011-04-26:14:25:00,19.14
2011-04-26:14:30:00,19.86
2011-04-26:14:35:00,17.669999999999998
2011-04-26:14:40:00,15.794999999999998
2011-04-26:14:45:00,19.65
2011-04-26:14:50:00,17.73
2011-04-26:14:55:00,16.89
2011-04-26:15:00:00,48.55499999999999
2011-04-26:15:05:00,27.150000000000002
2011-04-26:15:10:00,21.54
2011-04-26:15:15:00,20.669999999999998
2011-04-26:15:20:00,23.775
2011-04-26:15:25:00,19.455000000000002
2011-04-26:15:30:00,22.365000000000002
2011-04-26:15:35:00,22.575000000000003
2011-04-26:15:40:00,19.815
2011-04-26:15:45:00,19.424999999999997
2011-04-26:15:50:00,20.759999999999998
2011-04-26:15:55:00,19.14
2011-04-26:16:00:00,20.13
2011-04-26:16:05:00,19.919999999999998
2011-04-26:16:10:00,19.049999999999997
2011-04-26:16:15:00,22.845
2011-04-26:16:20:00,22.215
2011-04-26:16:25:00,25.214999999999996
2011-04-26:16:30:00,23.43
2011-04-26:16:35:00,19.215
2011-04-26:16:40:00,16.155
2011-04-26:16:45:00,25.23
2011-04-26:16:50:00,22.68
2011-04-26:16:55:00,18.6
2011-04-26:17:00:00,51.54
2011-04-26:17:05:00,30.405
2011-04-26:17:10:00,18.93
2011-04-26:17:15:00,18.419999999999998
2011-04-26:17:20:00,11.459999999999999
2011-04-26:17:25:00,14.399999999999999
2011-04-26:17:30:00,27.299999999999997
2011-04-26:17:35:00,26.369999999999997
2011-04-26:17:40:00,26.775000000000002
2011-04-26:17:45:00,27.869999999999997
2011-04-26:17:50:00,33.945
2011-04-26:17:55:00,23.235
2011-04-26:18:00:00,20.174999999999997
2011-04-26:18:05:00,25.365000000000002
2011-04-26:18:10:00,19.38
2011-04-26:18:15:00,16.725
2011-04-26:18:20:00,19.200000000000003
2011-04-26:18:25:00,21.54
2011-04-26:18:30:00,21.78
2011-04-26:18:35:00,17.43
2011-04-26:18:40:00,21.419999999999998
2011-04-26:18:45:00,18.9
2011-04-26:18:50:00,17.759999999999998
2011-04-26:18:55:00,18.555
2011-04-26:19:00:00,51.885000000000005
2011-04-26:19:05:00,25.365000000000002
2011-04-26:19:10:00,17.325000000000003
2011-04-26:19:15:00,17.865000000000002
2011-04-26:19:20:00,14.669999999999998
2011-04-26:19:25:00,15.615
2011-04-26:19:30:00,12.794999999999998
2011-04-26:19:35:00,10.709999999999999
2011-04-26:19:40:00,13.620000000000001
2011-04-26:19:45:00,13.605
2011-04-26:19:50:00,9.899999999999999
2011-04-26:19:55:00,12.195
2011-04-26:20:00:00,11.715
2011-04-26:20:05:00,7.470000000000001
2011-04-26:20:10:00,11.175
2011-04-26:20:15:00,10.635
2011-04-26:20:20:00,7.83
2011-04-26:20:25:00,7.199999999999999
2011-04-26:20:30:00,9.015
2011-04-26:20:35:00,7.875
2011-04-26:20:40:00,6.51
2011-04-26:20:45:00,8.805
2011-04-26:20:50:00,8.31
2011-04-26:20:55:00,6.3149999999999995
2011-04-26:21:00:00,33.81
2011-04-26:21:05:00,13.245000000000001
2011-04-26:21:10:00,9.81
2011-04-26:21:15:00,7.949999999999999
2011-04-26:21:20:00,6.465
2011-04-26:21:25:00,6.0600000000000005
2011-04-26:21:30:00,7.4399999999999995
2011-04-26:21:35:00,6.8100000000000005
2011-04-26:21:40:00,8.040000000000001
2011-04-26:21:45:00,6.2250000000000005
2011-04-26:21:50:00,5.205
2011-04-26:21:55:00,6.12
2011-04-26:22:00:00,8.655
2011-04-26:22:05:00,6.105
2011-04-26:22:10:00,8.475000000000001
2011-04-26:22:15:00,6.945
2011-04-26:22:20:00,5.1
